cliente_id,idade,genero,regiao,perfil_risco,renda_mensal,produto_id,nome_produto,tipo_produto,taxa_administracao,risco_produto,data_investimento,valor_investido,rentabilidade_percentual,status_investimento,valor_final
4837,46,Feminino,Sudeste,Agressivo,7191.04,110,FII Alpha,Renda Fixa,1.45,Baixo,2022-03-19,4864.01,4.28,Resgatado,5072.19
4838,51,Feminino,Sudeste,moderado,4957.31,189,FII Alpha,Ações,0.23,Alto,2023-10-09,4736.85,23.72,Resgatado,8790.645
4839,51,F,Sul,Conservador,5921.6,186,FII Alpha,Ações,1.66,Alto,2025-01-07,38185.15,-18.69,Resgatado,31048.35
4840,45,M,Sul,Moderado,3946.33,102,FII Alpha,Ações,0.89,Médio,2024-04-19,17524.04,-11.38,Resgatado,15529.8
4841,30,Outro,Centro-Oeste,moderado,7626.6,147,FII Alpha,Cripto,1.57,Alto,2024-08-13,46814.17,4.28,Ativo,48817.82
4842,32,Masculino,Norte,Conservador,7752.27,105,FII Alpha,Renda Fixa,2.12,Médio,2022-09-05,35946.14,-20.68,Ativo,28512.48
4843,40,Feminino,Centro-Oeste,Moderado,8272.14,106,FII Alpha,Renda Fixa,0.21,Baixo,2024-10-30,15090.73,-17.51,Resgatado,12448.34
4844,61,F,Norte,moderado,7394.46,143,Cripto Delta,Ações,1.56,Médio,2025-05-29,34253.16,62.35,Resgatado,55610.01
4845,43,Masculino,Nordeste,Moderado,7219.93,160,Cripto Delta,Renda Fixa,1.45,Médio,2025-02-24,43347.19,-2.54,Resgatado,42246.17
4846,21,Feminino,Sul,Agressivo,3390.44,153,Cripto Delta,Ações,0.6,Médio,2022-02-10,22083.84,5.48,Resgatado,23294.03
4847,43,Outro,Nordeste,Agressivo,3285.81,150,Renda Fixa Gama,Ações,1.65,Médio,2024-08-19,28307.7,-10.91,Resgatado,25219.33
4848,57,M,Nordeste,Agressivo,6827.64,185,Ação Beta,Renda Fixa,1.43,Alto,2024-06-22,11265.68,14.46,Resgatado,12894.7
4849,26,F,Sul,Conservador,8752.24,147,Renda Fixa Gama,FII,1.94,Médio,2023-02-18,20409.33,46.76,Ativo,29952.73
4850,72,Outro,Nordeste,Agressivo,5331.92,160,Renda Fixa Gama,Ações,0.37,Baixo,2023-11-07,29162.94,73.99,Resgatado,50740.6
4851,22,Feminino,Sudeste,Conservador,6014.02,196,FII Alpha,Ações,1.16,Médio,2025-04-16,30966.18,29.27,Ativo,40029.98
4852,73,F,Norte,Agressivo,6039.99,139,Cripto Delta,Renda Fixa,2.5,Baixo,2022-03-23,36141.7,3.02,Ativo,37233.18
4853,49,Masculino,Centro-Oeste,Agressivo,1391.78,102,FII Alpha,Renda Fixa,1.75,Alto,2025-11-10,47888.98,26.08,Ativo,60378.43
4854,37,M,Sul,Agressivo,6601.06,129,FII Alpha,Renda Fixa,1.74,Médio,2022-11-29,42007.6,,Ativo,35303.19
4855,67,Feminino,Sudeste,Conservador,4625.37,123,Cripto Delta,Ações,0.86,Baixo,2022-10-23,42653.57,44.49,Resgatado,61630.14
4856,28,M,Centro-Oeste,Moderado,7527.7,166,FII Alpha,FII,0.33,Médio,2023-03-17,28096.85,6.13,Ativo,29819.19
4857,32,F,Centro-Oeste,Conservador,5921.66,101,Ação Beta,FII,2.38,Médio,2024-02-18,7636.59,73.93,Resgatado,13282.32
4858,49,Outro,Centro-Oeste,moderado,5551.84,143,Ação Beta,FII,0.35,Alto,2023-12-13,31956.86,42.44,Resgatado,45519.35
4859,45,M,Nordeste,moderado,5606.3,139,Renda Fixa Gama,Ações,2.48,Baixo,2023-05-10,20609.79,22.38,Ativo,25222.26
4860,39,Masculino,Nordeste,Conservador,5182.45,118,Cripto Delta,Renda Fixa,0.4,Baixo,2023-06-13,2076.12,-4.64,Ativo,1979.79
4861,58,Feminino,Nordeste,Conservador,2596.13,162,Ação Beta,FII,0.51,Baixo,2025-02-18,10145.26,-19.89,Ativo,8127.37
4862,34,Masculino,Nordeste,Moderado,8383.37,123,Renda Fixa Gama,FII,0.84,Médio,2024-05-15,38074.18,-9.3,Resgatado,34533.28
4863,43,M,Sudeste,Conservador,4415.24,149,FII Alpha,FII,1.33,Alto,2022-07-14,31734.76,32.7,Ativo,42112.03
4864,61,Outro,Nordeste,Agressivo,4830.62,119,Renda Fixa Gama,Ações,2.0,Médio,2023-05-13,48932.36,27.16,Resgatado,62222.39
4865,24,Outro,Sul,Moderado,6197.66,156,Renda Fixa Gama,Renda Fixa,2.43,Alto,2022-06-02,46210.56,-28.96,Resgatado,32827.98
4866,59,Masculino,Centro-Oeste,Conservador,3211.12,149,Ação Beta,Cripto,0.96,Alto,2022-12-10,29915.84,51.85,Ativo,45427.2
4867,74,F,Sudeste,Conservador,4752.3,194,Renda Fixa Gama,Renda Fixa,0.15,Baixo,2022-04-26,8169.6,-25.58,Resgatado,6079.82
4868,43,F,Nordeste,moderado,10791.23,157,Cripto Delta,Renda Fixa,1.58,Alto,2024-09-09,17149.12,-21.42,Resgatado,13475.78
4869,42,Outro,Centro-Oeste,Moderado,6841.84,130,FII Alpha,Renda Fixa,1.81,Baixo,2024-07-30,12034.03,48.31,Ativo,17847.67
4870,27,Masculino,Sudeste,moderado,3855.49,136,Cripto Delta,FII,1.05,Médio,2024-11-30,23790.56,41.07,Resgatado,33561.34
4871,62,Masculino,Centro-Oeste,Conservador,796.65,192,FII Alpha,Renda Fixa,0.54,Médio,2022-04-14,40128.39,-6.3,Ativo,37600.3
4872,36,Masculino,Sudeste,Moderado,8503.49,103,Cripto Delta,FII,0.83,Alto,2022-09-05,41181.5,42.91,Ativo,58852.48
4873,28,M,Norte,Agressivo,3469.79,157,FII Alpha,Ações,1.67,Baixo,2024-09-13,9314.25,-27.91,Ativo,6714.64
4874,30,F,Sudeste,Conservador,4642.83,109,Cripto Delta,Cripto,1.29,Baixo,2024-08-03,27679.84,0.59,Resgatado,27843.15
4875,70,F,Nordeste,Conservador,4959.41,162,FII Alpha,Ações,1.88,Médio,2022-12-30,33998.27,53.55,Ativo,52204.34
4876,25,M,Centro-Oeste,moderado,3717.18,135,Ação Beta,Ações,0.62,Alto,2023-11-15,20133.26,,Resgatado,24606.87
4877,57,Feminino,Centro-Oeste,Agressivo,5809.41,154,Renda Fixa Gama,Cripto,2.12,Baixo,2025-07-13,45319.11,64.11,Ativo,74373.19
4878,21,M,Centro-Oeste,Conservador,4621.47,198,Renda Fixa Gama,Renda Fixa,0.47,Baixo,2025-11-10,18271.44,-14.2,Resgatado,15676.9
4879,64,Masculino,Sul,moderado,7527.83,156,Renda Fixa Gama,Renda Fixa,0.89,Alto,2024-06-06,24761.67,64.89,Resgatado,40829.52
4880,48,M,Sul,moderado,6351.38,184,Renda Fixa Gama,FII,1.52,Médio,2025-03-18,29548.37,23.48,Ativo,36486.33
4881,45,Masculino,Nordeste,Conservador,9580.32,142,FII Alpha,Renda Fixa,1.87,Baixo,2025-05-11,21653.95,-18.84,Resgatado,17574.35
4882,28,Outro,Norte,Moderado,9630.88,164,Cripto Delta,Cripto,0.74,Baixo,2025-10-29,48199.94,-24.87,Resgatado,36212.61
4883,60,Masculino,Sul,Conservador,3612.96,111,Cripto Delta,Ações,2.38,Alto,2024-11-14,38143.03,-29.86,Resgatado,26753.52
4884,18,F,Sudeste,Agressivo,5182.46,161,Ação Beta,Renda Fixa,1.79,Alto,2024-08-22,41539.64,40.08,Ativo,58188.73
4885,66,M,Nordeste,Conservador,11385.76,123,Renda Fixa Gama,FII,0.62,Baixo,2023-04-02,37755.2,-5.57,Ativo,35652.24
4886,64,Masculino,Norte,Moderado,3103.85,101,Renda Fixa Gama,Ações,1.84,Baixo,2022-01-11,29611.28,-13.95,Resgatado,25480.51
4887,69,Feminino,Sudeste,moderado,7994.06,146,Ação Beta,Ações,1.77,Alto,2025-07-08,1894.12,36.16,Ativo,2579.03
4888,55,Outro,Centro-Oeste,Agressivo,7369.99,155,Renda Fixa Gama,FII,1.91,Alto,2023-06-02,38354.8,15.01,Ativo,44111.86
4889,41,Feminino,Sul,Agressivo,3877.63,183,Ação Beta,Ações,2.3,Baixo,2022-08-13,30828.36,19.45,Ativo,36824.48
4890,71,Feminino,Sudeste,Agressivo,3998.25,115,Renda Fixa Gama,FII,1.81,Alto,2025-07-19,4496.27,-15.26,Ativo,3810.14
4891,74,Feminino,Norte,Agressivo,10612.36,133,Cripto Delta,FII,0.94,Baixo,2024-01-30,6369.8,-2.15,Ativo,6232.85
4892,64,Outro,Nordeste,Moderado,10562.38,176,Ação Beta,Cripto,2.0,Alto,2022-02-15,24319.06,-19.11,Resgatado,19671.69
4893,48,Outro,Sudeste,Moderado,7074.79,117,Cripto Delta,Cripto,1.77,Baixo,2023-02-12,42715.5,,Resgatado,45641.51
4894,58,Outro,Nordeste,Moderado,2534.49,128,Renda Fixa Gama,Renda Fixa,1.48,Baixo,2022-01-14,27910.54,3.95,Ativo,29013.01
4895,63,Outro,Centro-Oeste,Moderado,9142.14,153,Cripto Delta,Cripto,0.95,Alto,2023-06-20,46020.98,55.54,Resgatado,71581.03
4896,67,Feminino,Norte,moderado,2523.91,150,Cripto Delta,Ações,2.31,Médio,2022-12-31,40874.8,78.54,Ativo,72977.87
4897,43,F,Norte,Conservador,7788.0,113,FII Alpha,Renda Fixa,1.33,Baixo,2022-09-11,31723.79,79.91,Ativo,57074.27
4898,66,F,Sul,Moderado,1951.84,193,Renda Fixa Gama,Renda Fixa,1.61,Médio,2024-04-23,16011.42,12.45,Ativo,18004.84
4899,67,Outro,Norte,Conservador,6019.05,157,FII Alpha,FII,1.1,Médio,2025-12-01,42710.32,57.24,Resgatado,67157.71
4900,22,M,Sudeste,Agressivo,8212.45,134,Ação Beta,Cripto,1.97,Alto,2024-07-23,33130.07,0.7,Ativo,33361.98
4901,37,Masculino,Sudeste,moderado,-1063.4,108,FII Alpha,FII,0.92,Baixo,2023-05-04,27861.88,-14.27,Resgatado,23885.99
4902,69,M,Sudeste,moderado,4679.05,136,Renda Fixa Gama,Renda Fixa,2.05,Médio,2025-02-09,25280.86,40.39,Resgatado,35491.8
4903,58,M,Centro-Oeste,Conservador,6383.28,111,FII Alpha,FII,0.36,Baixo,2022-07-20,11034.2,22.46,Resgatado,13512.48
4904,28,M,Norte,Conservador,5139.55,184,FII Alpha,Ações,1.8,Baixo,2025-08-18,1279.06,35.31,Resgatado,1730.7
4905,73,F,Norte,Conservador,4322.31,181,Renda Fixa Gama,Ações,1.24,Médio,2022-04-15,35967.1,10.29,Ativo,39668.11
4906,71,Masculino,Sudeste,moderado,5666.31,110,Cripto Delta,Renda Fixa,1.78,Médio,2022-08-16,46020.72,3.23,Resgatado,47507.19
4907,50,M,Sul,Moderado,8593.81,126,Ação Beta,Ações,1.38,Baixo,2025-12-19,9591.28,72.06,Ativo,16502.76
4908,67,Outro,Sul,moderado,9422.39,187,FII Alpha,Cripto,0.42,Médio,2023-05-03,46768.82,67.19,Ativo,78192.79
4909,55,F,Norte,Moderado,7762.55,142,Renda Fixa Gama,Renda Fixa,1.24,Médio,2023-03-29,4059.64,-16.38,Ativo,3394.67
4910,44,Outro,Norte,Agressivo,9883.4,149,FII Alpha,Cripto,2.41,Baixo,2024-05-29,27847.03,41.75,Ativo,39473.17
4911,51,Outro,Nordeste,Moderado,4663.05,197,Ação Beta,Ações,1.91,Médio,2025-04-25,6220.18,9.36,Resgatado,6802.39
4912,32,M,Norte,Conservador,7491.96,119,Ação Beta,FII,0.82,Médio,2023-07-07,44510.67,32.43,Resgatado,58945.48
4913,49,Outro,Sudeste,Moderado,3452.88,112,Ação Beta,Cripto,2.37,Baixo,2025-09-08,5610.39,-7.21,Resgatado,5205.88
4914,38,Masculino,Centro-Oeste,Moderado,13327.81,146,FII Alpha,Cripto,1.97,Médio,2023/99/99,12927.2,49.6,Ativo,19339.09
4915,63,Outro,Norte,moderado,6250.37,107,Cripto Delta,Ações,0.97,Alto,2022-03-24,40393.73,4.08,Resgatado,42041.79
4916,22,M,Norte,Conservador,8010.27,168,Cripto Delta,Cripto,1.55,Baixo,2024-04-12,34580.09,45.74,Resgatado,50397.02
4917,23,Outro,Sudeste,Agressivo,1593.84,170,Cripto Delta,Cripto,1.12,Alto,2023/99/99,19712.33,-14.25,Resgatado,16903.32
4918,55,F,Nordeste,Moderado,7953.34,163,Renda Fixa Gama,FII,0.33,Baixo,2022-05-27,41920.07,-15.29,Resgatado,35510.49
4919,39,F,Norte,Agressivo,6284.25,143,Cripto Delta,Renda Fixa,2.03,Alto,2024-09-12,31967.15,8.25,Resgatado,34604.44
4920,35,F,Sul,Conservador,7160.26,111,Cripto Delta,Ações,0.56,Alto,2022-12-01,13358.99,79.69,Resgatado,24004.77
4921,31,Feminino,Sul,Moderado,6033.93,103,Ação Beta,FII,1.2,Médio,2024-03-03,37143.33,64.71,Resgatado,61178.78
4922,27,F,Sul,moderado,5700.51,139,Renda Fixa Gama,FII,1.79,Baixo,2023-11-10,16986.46,,Resgatado,23488.88
4923,63,F,Centro-Oeste,Agressivo,5229.63,118,Ação Beta,Renda Fixa,2.34,Baixo,2022-08-11,40879.05,3.97,Resgatado,42501.95
4924,30,Feminino,Centro-Oeste,moderado,5775.86,153,FII Alpha,Renda Fixa,0.25,Médio,2023/99/99,39188.81,-11.96,Resgatado,34501.83
4925,48,F,Norte,Agressivo,9670.69,100,FII Alpha,Ações,1.04,Médio,2025-10-31,15771.65,51.83,Ativo,23946.1
4926,47,M,Norte,Conservador,5081.54,112,Ação Beta,Ações,1.58,Alto,2022-09-05,5630.78,-7.54,Ativo,5206.22
4927,20,F,Norte,Moderado,11646.96,149,Renda Fixa Gama,Ações,1.97,Baixo,2023-04-09,41129.03,15.26,Resgatado,47405.32
4928,47,F,Centro-Oeste,Agressivo,6153.44,152,Cripto Delta,FII,2.31,Médio,2023-02-28,18540.22,28.21,Resgatado,23770.42
4929,23,Feminino,Norte,moderado,9499.92,141,Cripto Delta,Cripto,0.1,Médio,2025-07-15,16603.46,-19.82,Ativo,13312.65
4930,46,M,Sudeste,Agressivo,8859.82,124,Renda Fixa Gama,Renda Fixa,1.61,Alto,2024-05-09,1400.56,55.73,Ativo,2181.09
4931,25,Outro,Nordeste,Agressivo,2091.41,143,Cripto Delta,Ações,0.12,Alto,2023-11-13,36430.72,73.54,Ativo,63221.87
4932,61,Masculino,Sul,Agressivo,2620.33,197,Cripto Delta,Ações,1.99,Médio,2023-02-02,14066.38,-13.87,Ativo,12115.37
4933,62,M,Sul,Agressivo,4304.42,198,Ação Beta,FII,0.46,Alto,2022-09-18,22075.68,65.43,Ativo,36519.8
4934,60,Outro,Sudeste,Agressivo,2140.79,160,FII Alpha,Ações,2.25,Baixo,2025-12-14,45039.87,23.32,Resgatado,55543.17
4935,61,M,Norte,Agressivo,4967.34,180,Renda Fixa Gama,FII,0.47,Alto,2023-03-17,6702.68,-15.06,Ativo,5693.26
4936,50,Outro,Centro-Oeste,moderado,6070.29,189,Renda Fixa Gama,Cripto,1.93,Baixo,2024-09-17,2382.93,36.86,Ativo,3261.28
4937,34,Outro,Norte,Agressivo,7621.52,120,Cripto Delta,FII,0.79,Médio,2023-08-13,28245.15,72.33,Resgatado,48674.87
4938,65,M,Norte,Agressivo,6451.44,150,Cripto Delta,Renda Fixa,1.44,Médio,2024-09-18,35142.75,75.31,Ativo,61608.76
4939,28,Feminino,Sul,Agressivo,6013.1,175,FII Alpha,FII,1.56,Alto,2024-08-02,26644.44,49.17,Ativo,39745.51
4940,30,M,Sul,Moderado,8559.35,179,Renda Fixa Gama,Cripto,0.6,Médio,2024-05-30,17309.09,24.29,Resgatado,21513.47
4941,67,M,Centro-Oeste,Conservador,8224.71,151,Ação Beta,Cripto,0.82,Alto,2022-11-04,18390.82,-9.46,Ativo,16651.05
4942,28,Outro,Sul,Conservador,10769.6,162,FII Alpha,Renda Fixa,0.36,Alto,2023-10-11,7907.58,35.99,Resgatado,10753.52
4943,48,Masculino,Norte,Conservador,6466.56,183,Ação Beta,FII,0.11,Alto,2022-05-24,15929.92,37.47,Ativo,21898.86
4944,45,Outro,Sudeste,moderado,-27.45,153,FII Alpha,Renda Fixa,0.67,Alto,2022-11-26,38064.85,-17.78,Resgatado,31296.92
4945,61,F,Centro-Oeste,moderado,7068.0,109,Ação Beta,Cripto,1.34,Baixo,2024-02-23,25207.48,-2.08,Ativo,24683.16
4946,23,M,Sudeste,moderado,11672.58,186,Ação Beta,FII,1.81,Baixo,2024-09-16,44592.5,3.81,Ativo,46291.47
4947,58,M,Norte,Agressivo,8564.97,193,Ação Beta,Ações,2.0,Médio,2025-03-30,8816.08,64.56,Ativo,14507.74
4948,33,Feminino,Centro-Oeste,Conservador,9138.25,158,Renda Fixa Gama,Cripto,0.27,Alto,2022-11-03,22399.92,34.18,Resgatado,30056.21
4949,21,Outro,Sudeste,Agressivo,6237.07,107,Cripto Delta,Cripto,0.75,Médio,2025-09-02,35229.59,-3.17,Resgatado,34112.81
4950,52,Feminino,Centro-Oeste,Moderado,8282.84,150,Renda Fixa Gama,Renda Fixa,1.95,Alto,2023-08-14,13978.24,4.11,Ativo,14552.75
4951,65,M,Norte,Conservador,9269.82,104,Ação Beta,Cripto,1.25,Médio,2024-04-06,13708.88,-13.95,Ativo,11796.49
4952,73,Outro,Centro-Oeste,Moderado,5164.37,175,Cripto Delta,Renda Fixa,0.54,Baixo,2025-02-24,5727.3,-25.13,Ativo,4288.03
4953,43,Outro,Norte,Moderado,4748.04,141,Ação Beta,FII,1.04,Médio,2023-04-01,44700.09,26.07,Ativo,84530.1
4954,74,F,Centro-Oeste,Agressivo,7136.76,177,FII Alpha,Ações,0.75,Alto,2022-01-04,9040.17,-26.5,Resgatado,6644.52
4955,29,F,Centro-Oeste,Conservador,8423.15,111,Cripto Delta,Ações,0.22,Alto,2025-11-10,48521.29,79.12,Ativo,86911.33
4956,28,Masculino,Sul,Moderado,-888.42,123,Renda Fixa Gama,Renda Fixa,1.93,Médio,2023-05-20,22717.47,54.96,Ativo,35202.99
4957,54,F,Norte,Conservador,5513.05,144,Ação Beta,Ações,0.8,Médio,2022-07-05,49098.38,55.57,Resgatado,76382.35
4958,42,Outro,Nordeste,Moderado,1116.36,152,Cripto Delta,Ações,2.37,Alto,2024-05-19,2497.49,53.0,Resgatado,3821.16
4959,35,F,Centro-Oeste,Moderado,5693.56,152,Renda Fixa Gama,Cripto,2.23,Médio,2024-12-21,28571.11,40.52,Resgatado,40148.12
4960,36,Masculino,Sudeste,Agressivo,10224.04,116,FII Alpha,Cripto,1.82,Baixo,2025-07-28,34696.53,-22.3,Ativo,26959.2
4961,40,M,Sul,Conservador,4439.95,164,Ação Beta,FII,0.88,Alto,2025-07-28,26059.28,20.16,Ativo,31312.83
4962,72,F,Sul,Agressivo,5284.79,157,Renda Fixa Gama,Cripto,0.77,Alto,2024-01-10,28720.09,0.69,Resgatado,28918.26
4963,55,Outro,Centro-Oeste,Agressivo,7654.84,136,Cripto Delta,Cripto,1.24,Baixo,2024-10-04,27150.81,2.8,Ativo,27911.03
4964,71,M,Nordeste,Agressivo,8484.46,174,FII Alpha,Cripto,0.95,Médio,2024-05-19,7898.13,10.78,Ativo,8749.55
4965,35,Outro,Sul,Agressivo,8390.42,141,Ação Beta,Cripto,2.26,Baixo,2022-12-28,26829.43,,Resgatado,28243.34
4966,43,M,Norte,Agressivo,6093.29,169,Renda Fixa Gama,Ações,0.4,Alto,2022-07-02,27315.62,42.84,Ativo,39017.63
4967,23,Outro,Centro-Oeste,Moderado,7426.17,178,FII Alpha,Ações,1.84,Baixo,2023/99/99,18101.29,-29.18,Ativo,12819.33
4968,21,F,Centro-Oeste,Conservador,7316.46,139,FII Alpha,Ações,1.57,Médio,2022-05-11,30570.43,10.29,Ativo,33716.13
4969,61,F,Nordeste,Conservador,4240.64,122,Renda Fixa Gama,Cripto,2.04,Médio,2022-07-05,20889.25,73.89,Resgatado,36324.32
4970,68,Masculino,Norte,Agressivo,1622.39,122,Ação Beta,Ações,1.4,Alto,2025-11-19,37880.17,-1.63,Resgatado,37262.72
4971,46,M,Norte,Conservador,3757.44,148,Renda Fixa Gama,FII,1.61,Alto,2024-12-02,2391.4,38.35,Resgatado,3308.5
4972,51,Masculino,Nordeste,Moderado,9596.83,175,FII Alpha,FII,2.41,Baixo,2024-10-24,992.57,31.65,Resgatado,1306.72
4973,34,Feminino,Sudeste,Agressivo,11533.03,106,FII Alpha,Cripto,0.32,Médio,2025-09-10,26434.09,,Resgatado,32730.69
4974,60,F,Norte,moderado,5772.45,136,Cripto Delta,Ações,0.35,Baixo,2025-05-06,49466.54,-16.56,Resgatado,41274.88
4975,60,M,Sudeste,moderado,9500.45,115,Ação Beta,FII,1.04,Alto,2024-02-29,22550.33,61.94,Resgatado,36518.0
4976,70,Masculino,Sudeste,Moderado,5256.5,137,Renda Fixa Gama,Renda Fixa,1.23,Baixo,2024-05-27,1088.02,32.4,Ativo,1440.54
4977,33,Masculino,Centro-Oeste,Moderado,6872.58,198,Ação Beta,Cripto,0.58,Médio,2025-10-14,16196.74,29.25,Ativo,20934.29
4978,19,Feminino,Centro-Oeste,moderado,4464.49,139,Ação Beta,FII,0.3,Alto,2024-10-26,23628.92,74.41,Ativo,41211.2
4979,51,Masculino,Sul,Agressivo,8536.37,128,FII Alpha,FII,0.15,Baixo,2024-02-23,45105.9,-20.89,Ativo,35683.28
4980,72,Outro,Centro-Oeste,Moderado,4403.46,116,Cripto Delta,FII,1.94,Baixo,2022-06-13,6503.48,24.07,Resgatado,8068.87
4981,25,F,Norte,moderado,3768.47,189,Renda Fixa Gama,Renda Fixa,1.26,Médio,2023-11-21,46257.31,47.66,Resgatado,68303.54
4982,30,Masculino,Norte,Agressivo,6116.88,119,Renda Fixa Gama,Renda Fixa,2.12,Médio,2023-12-12,47037.59,57.69,Resgatado,74173.58
4983,59,Masculino,Sudeste,Moderado,8041.92,124,Cripto Delta,Renda Fixa,0.97,Baixo,2023-08-22,32227.38,-29.9,Resgatado,22591.39
4984,25,Feminino,Norte,Conservador,6409.13,159,Cripto Delta,FII,1.79,Médio,2025-11-03,11646.55,45.04,Resgatado,16892.16
4985,47,Outro,Centro-Oeste,Conservador,4827.43,137,FII Alpha,Renda Fixa,1.27,Alto,2025-04-17,27067.06,75.13,Ativo,47402.54
4986,49,Masculino,Centro-Oeste,Conservador,3750.8,162,FII Alpha,Cripto,1.57,Baixo,2024-12-06,40924.2,50.33,Resgatado,61521.35
4987,53,F,Centro-Oeste,Agressivo,1782.77,138,Renda Fixa Gama,Renda Fixa,0.99,Baixo,2025-12-31,18223.33,16.09,Ativo,21155.46
4988,64,F,Nordeste,Moderado,4859.37,163,Cripto Delta,Cripto,0.29,Alto,2024-09-28,45312.93,66.36,Resgatado,113073.885
4989,47,Masculino,Norte,moderado,5617.72,182,Ação Beta,FII,2.37,Médio,2023-10-27,4802.67,66.65,Ativo,8003.65
4990,18,Outro,Sul,Moderado,7384.9,120,Ação Beta,Ações,2.11,Alto,2025-11-11,15705.62,45.7,Ativo,22883.09
4991,60,F,Norte,Conservador,3082.23,131,Cripto Delta,Cripto,0.85,Alto,2022-02-22,49663.3,43.27,Ativo,71152.61
4992,56,F,Norte,Conservador,7670.47,127,Renda Fixa Gama,Cripto,2.4,Baixo,2024-04-14,29401.78,7.88,Ativo,31718.64
4993,34,Outro,Nordeste,Agressivo,4514.6,111,Ação Beta,Cripto,0.82,Alto,2025-08-03,29721.91,-3.32,Resgatado,28735.14
4994,37,Outro,Norte,moderado,4715.57,178,Ação Beta,FII,1.16,Médio,2025-11-07,12373.57,39.28,Resgatado,17233.91
4995,41,Masculino,Sudeste,Agressivo,9121.8,191,Cripto Delta,Cripto,1.91,Baixo,2023-08-02,42949.09,-29.13,Resgatado,30438.02
4996,67,M,Centro-Oeste,moderado,-193.37,184,FII Alpha,FII,0.84,Médio,2025-09-22,21739.55,62.73,Ativo,35376.77
4997,39,Feminino,Centro-Oeste,Moderado,2932.93,179,Ação Beta,Cripto,0.88,Alto,2025-04-21,39780.14,69.3,Resgatado,67347.78
4998,46,M,Nordeste,Agressivo,6114.11,122,FII Alpha,FII,1.08,Alto,2022-08-19,40628.87,-11.96,Resgatado,35769.66
4999,39,M,Centro-Oeste,Agressivo,5987.57,189,Ação Beta,Ações,1.22,Médio,2023-01-24,9155.43,32.98,Resgatado,12174.89
5000,61,F,Sudeste,Agressivo,1745.04,114,Renda Fixa Gama,FII,0.4,Baixo,2023-01-28,25338.5,-10.39,Ativo,22705.83
5001,26,Outro,Nordeste,Conservador,4764.48,111,FII Alpha,FII,0.14,Alto,2025-08-01,19507.54,24.4,Ativo,24267.38
5002,54,F,Sul,Conservador,8395.04,103,Renda Fixa Gama,Ações,2.31,Alto,2025-04-01,8164.86,40.23,Resgatado,11449.58
5003,27,Feminino,Centro-Oeste,moderado,3092.92,134,FII Alpha,FII,0.95,Alto,2025-02-01,6608.12,12.96,Resgatado,7464.53
5004,53,Masculino,Norte,Moderado,8701.88,194,Cripto Delta,FII,0.34,Baixo,2025-04-01,2767.08,68.43,Ativo,4660.59
5005,54,Feminino,Sudeste,Agressivo,4209.6,160,Cripto Delta,Cripto,1.92,Baixo,2022-11-02,35247.19,68.03,Ativo,59225.85
5006,45,F,Sudeste,Conservador,1317.69,126,Ação Beta,FII,0.81,Alto,2025-07-18,39216.46,28.38,Resgatado,50346.09
5007,45,F,Centro-Oeste,Agressivo,8047.71,195,Renda Fixa Gama,Cripto,0.54,Baixo,2023-02-13,23833.74,33.85,Resgatado,31901.46
5008,59,F,Sul,moderado,6626.73,132,FII Alpha,Ações,2.41,Médio,2025-01-03,28414.01,-29.7,Ativo,19975.05
5009,60,F,Norte,moderado,2335.16,112,Renda Fixa Gama,FII,2.31,Alto,2023/99/99,13468.79,7.17,Resgatado,14434.5
5010,38,M,Sul,Moderado,4643.05,136,Renda Fixa Gama,Ações,0.35,Médio,2022-04-22,35882.62,53.69,Ativo,55148.0
5011,41,Masculino,Sul,moderado,10312.41,143,Ação Beta,Ações,2.26,Baixo,2025-06-25,29405.85,79.35,Ativo,52739.39
5012,59,M,Centro-Oeste,Agressivo,7645.88,101,Cripto Delta,Renda Fixa,2.24,Baixo,2024-04-15,44174.64,73.98,Resgatado,76855.04
5013,57,F,Norte,Moderado,8788.47,137,FII Alpha,FII,1.62,Médio,2024-06-10,37434.31,-19.6,Ativo,30097.19
5014,19,Outro,Centro-Oeste,Moderado,3154.21,136,Ação Beta,FII,1.37,Baixo,2024-01-28,1437.3,15.89,Ativo,1665.69
5015,72,M,Centro-Oeste,Conservador,9063.2,158,Renda Fixa Gama,Cripto,0.62,Alto,2023-05-06,40587.57,-23.99,Resgatado,30850.61
5016,25,F,Sudeste,Agressivo,2440.12,168,Cripto Delta,Cripto,0.39,Médio,2023-04-25,1842.91,62.12,Resgatado,2987.73
5017,65,F,Centro-Oeste,moderado,2519.2,117,Cripto Delta,Renda Fixa,1.56,Médio,2022-11-21,40785.36,50.31,Resgatado,61304.47
5018,44,Masculino,Nordeste,Conservador,8087.8,147,FII Alpha,Renda Fixa,2.07,Alto,2025-10-17,49369.75,71.39,Ativo,84614.81
5019,39,Feminino,Norte,Agressivo,2672.3,180,Cripto Delta,FII,1.75,Baixo,2023-04-30,24303.49,25.19,Ativo,30425.54
5020,54,M,Sudeste,Agressivo,9793.9,165,Renda Fixa Gama,FII,0.53,Médio,2023-02-25,11731.43,-18.64,Ativo,9544.69
5021,44,M,Norte,Moderado,2868.98,148,Cripto Delta,Renda Fixa,0.8,Médio,2025-12-03,973.78,34.24,Ativo,1307.2
5022,74,M,Sudeste,Moderado,3569.84,157,Renda Fixa Gama,FII,1.41,Alto,2025-12-02,7939.5,65.39,Resgatado,13131.14
